Title,Author,Score,Ratings,Shelvings,Published
The Royal Game and Other Stories,Stefan Zweig,4.22,587,1533,1941
"Folklore in the Old Testament: Studies in Comparative Religion, Legend and Law (Collected Works)",James George Frazer,4.1,122,389,1919
The Axion Esti,Odysseas Elytis,4.61,1075,1782,1959
Nate the Great,Marjorie Weinman Sharmat,4.04,14002,20601,1972
The Egg,Andy Weir,4.22,31025,65296,2009
"Heartless Hunter (The Crimson Moth, #1)",Kristen Ciccarelli,4.25,31832,148717,2024
Eaters of the Dead,Michael Crichton,3.7,42402,56656,1976
The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,4.2,36000,64099,2009
Earthly Possessions,Anne Tyler,3.73,4552,6337,1977
Civilization of Babylonia and Assyria,Morris Jastrow Jr.,4.25,4,150,1915
Cathedral,Raymond Carver,4.25,35812,57840,1983
The Shadow over Innsmouth,H.P. Lovecraft,4.1,21552,31680,1936
"The Cat in the Hat (The Cat in the Hat, #1)",Dr. Seuss,4.19,541712,907678,1957
The Princess Priscilla's Fortnight,Elizabeth von Arnim,3.55,327,345,1905
Penguin Island,Anatole France,3.66,1961,3157,1908
Cane,Jean Toomer,3.83,10670,24953,1923
Life of Christ,Giovanni Papini,3.86,223,1029,1921
"Maid-sama! Vol. 01 (Maid-sama!, #1)",Hiro Fujiwara (Illustrator),4.43,69111,116225,2006
The Master of Go,Yasunari Kawabata,3.82,5017,10287,1951
"Lies (Gone, #3)",Michael  Grant,4.07,68570,102413,2010
'Twixt Land and Sea,Joseph Conrad,3.78,296,313,1912
My Inventions,Nikola Tesla,3.89,10915,17523,1935
La Symphonie pastorale,André Gide,3.63,6443,254,1919
The Center Cannot Hold: My Journey Through Madness,Elyn R. Saks,4.3,19833,54277,2007
Great Books of the Western World,Mortimer J. Adler (Editor),4.52,248,2053,1952
"Soul Eater, Vol. 1 (Soul Eater, #1)",Atsushi Ohkubo,4.31,56788,90233,2004
Memoir on Pauperism: Does Public Charity Produce an Idle And Dependent Class of Society?,Alexis de Tocqueville,3.97,128,314,1911
On Gold Mountain: The One-Hundred-Year Odyssey of My Chinese-American Family,Lisa See,3.95,10602,20110,1995
The Star Diaries: Further Reminiscences of Ijon Tichy,Stanisław Lem,4.24,9126,14821,1971
The Crooked Line (Asian Writers),Ismat Chughtai,3.84,288,964,1944
The Moon and More,Sarah Dessen,3.62,40533,88548,2013
Radioactive Substances,Marie Curie,4.32,47,315,1904
Time Regained,Marcel Proust,4.51,7187,11904,1927
"The Scandal of Father Brown (Father Brown, #5)",G.K. Chesterton,3.94,1358,2536,1935
Éloges and Other Poems,Saint-John Perse,3.92,78,211,1911
"Heaven, Texas (Chicago Stars, #2)",Susan Elizabeth Phillips,4.04,34527,46745,1995
The Basketball Diaries,Jim Carroll,3.99,30819,59626,1978
The Long Hard Road Out of Hell,Marilyn Manson,3.82,30685,51388,1998
Ignition!: An informal history of liquid rocket propellants,John Drury Clark,4.14,2382,11064,1972
The Adventure of the Red Circle,Arthur Conan Doyle,3.63,1636,1156,1911
The Heavenly City of the Eighteenth Century Philosophers,Carl Lotus Becker,3.88,257,682,1932
The Light of Day,Eric Ambler,3.72,1971,2377,1962
"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents",Lindsay C. Gibson,4.4,52304,160700,2015
"The Town House (House, #1)",Norah Lofts,4.2,1396,3202,1959
Doctor De Soto,William Steig,4.15,14829,18709,1982
The Summer of Broken Rules,K.L. Walther,3.93,162569,394613,2021
Description of a Struggle and Other Stories,Franz Kafka,3.62,265,543,1934
Hello Beautiful,Ann Napolitano,4.18,307294,769277,2023
"Madame (Salacious Players' Club, #6)",Sara Cate,4.21,17493,56556,2023
Happiness Falls,Angie  Kim,3.76,49334,196408,2023
"The Black Stallion and Satan (The Black Stallion, #5)",Walter Farley,4.14,6978,9942,1949
I Love Myself When I Am Laughing And Then Again When I Am Looking Mean & Impressive,Zora Neale Hurston,4.43,2542,12876,1979
Old Possum's Book of Practical Cats,T.S. Eliot,4.07,28037,54348,1939
Driving Miss Daisy,Alfred Uhry,4.25,20005,30308,1987
Cosmic Connection: An Extraterrestrial Perspective,Carl Sagan,4.25,2033,6672,1973
Out of Africa,Isak Dinesen,3.92,44042,101726,1937
The Good Life: Lessons from the World's Longest Scientific Study of Happiness,Robert Waldinger,4.16,7603,61316,2023
The Girl Who Loved Tom Gordon,Stephen King,3.63,162521,240373,1999
"Final Jeopardy (Alexandra Cooper, #1)",Linda Fairstein,3.86,15471,26473,1996
Killing Pablo: The Hunt for the World's Greatest Outlaw,Mark Bowden,3.97,18107,27590,2001
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Eric    Weiner,3.84,37038,79725,2008
The Summer Before the Dark,Doris Lessing,3.6,2545,4248,1973
The Peregrine,J.A. Baker,4.16,4782,22274,1967
The Story of King Arthur and His Knights,Howard Pyle,3.98,9184,13848,1903
The Savage Mind,Claude Lévi-Strauss,3.93,1657,5790,1962
1066: The Year of the Conquest,David Howarth,4.06,4335,12326,1977
Tales from the Shadowhunter Academy,Cassandra Clare,4.31,69294,147204,2016
"His Monkey Wife (Or, Married to a Chimp)",John Collier,3.53,192,551,1930
Know My Name,Chanel Miller,4.71,201432,469714,2019
"Monsters of Men (Chaos Walking, #3)",Patrick Ness,4.22,86052,83894,2010
The Skylight Room,O. Henry,3.41,224,417,1906
"The Dream-Hunter (Dark-Hunter, #10; Dream-Hunter, #1)",Sherrilyn Kenyon,4.06,43543,66234,2007
"King of Wrath (Kings of Sin, #1)",Ana Huang,4.07,312812,694554,2022
The Most of P.G. Wodehouse,P.G. Wodehouse,4.49,2159,4993,1960
Clock Without Hands,Carson McCullers,3.87,3154,5454,1961
"The Bobbsey Twins' Mystery at School (Bobbsey Twins, #4)",Laura Lee Hope,3.8,848,1099,1913
"The Bobbsey Twins at the County Fair (Bobbsey Twins, #15)",Laura Lee Hope,3.94,250,388,1922
Yoga Mat Companion 1: Anatomy for Vinyasa Flow and Standing Poses,Ray Long,4.52,311,653,1900
Walk the World's Rim,Betty Baker,3.79,2649,4032,1965
"The RSVP (The Virgin Society, #1)",Lauren Blakely,3.86,5093,24481,2023
Seriously... I'm Kidding,Ellen DeGeneres,3.68,109694,236808,2011
Ryder,Djuna Barnes,3.63,246,1006,1928
The Heresiarch and Co.,Guillaume Apollinaire,3.62,175,290,1910
"Deviant Hearts (Dark Hearts, #1)",Jagger Cole,3.89,11549,32392,2023
Then We Came to the End,Joshua Ferris,3.46,35200,56226,2007
Most of All You,Mia Sheridan,3.98,40346,109440,2017
Novels and Stories 1920–1922: This Side of Paradise / Flappers and Philosophers / The Beautiful and Damned / Tales of the Jazz Age,F. Scott Fitzgerald,4.27,647,1280,1922
"The Proud Tower: A Portrait of the World Before the War, 1890-1914",Barbara W. Tuchman,4.13,9021,23116,1965
How to Write a Novel A Practical Guide to the Art of Fiction,Anonymous,3.26,47,147,1901
The Wolfen,Whitley Strieber,3.84,7379,11539,1978
"Don't Make Me Think, Revisited: A Common Sense Approach to Web Usability (Voices That Matter)",Steve Krug,4.24,29071,50511,2000
The Life of Abraham Lincoln,Henry Ketcham,4.13,3479,7135,1901
Pitching in a Pinch: or Baseball from the Inside,Christy Mathewson,3.7,316,388,1912
Eleanor Oliphant Is Completely Fine,Gail Honeyman,4.24,1181634,531494,2017
Orwell in Spain,George Orwell,4.31,287,897,1939
The Wonderful Works of God,Herman Bavinck,4.74,426,2542,1907
"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,4.46,889372,746582,2014
My People,Caradoc Evans,3.86,66,156,1915
"Attack of the Deranged Mutant Killer Monster Snow Goons (Calvin and Hobbes, #7)",Bill Watterson,4.67,16656,16968,1992
Mental Radio (Studies in Consciousness),Upton Sinclair,3.63,98,414,1929
"The Silver Pencil (Newbery Library, Puffin)",Alice Dalgliesh,3.73,857,1666,1944
Fell Murder,E.C.R. Lorac,4.08,993,921,1944
The Tractate Middoth,M.R. James,3.58,420,494,1911
The Names,Don DeLillo,3.64,4544,9678,1982
Miss Ranskill Comes Home,Barbara Euphan Todd,4.02,499,1961,1946
Brown Wolf And Other Stories,Jack London,3.36,58,110,1906
Games People Play,Eric Berne,3.74,38147,141509,1964
The Tale of Two Bad Mice,Beatrix Potter,4.17,8217,11608,1904
"Tales of the Cthulhu Mythos, Vol 2",August Derleth (editor),4.42,3252,4020,1969
The Religion of Ancient Egypt,William Matthew Flinders Petrie,3.62,223,605,1906
M Train,Patti Smith,4.02,43697,110999,2015
Where the Dark Stands Still,A.B. Poranek,4.18,4375,38293,2024
The Courtship of Princess Leia (Star Wars),Dave Wolverton,3.61,15160,21123,1994
Existentialism and Human Emotions,Jean-Paul Sartre,3.82,4767,12499,1957
Dubliners,James Joyce,3.84,157438,256810,1914
"After Ever Happy (After, #4)",Anna Todd,3.95,141162,249279,2015
Iberia,James A. Michener,3.71,3108,6693,1968
"So B. It (So B. It, #1)",Sarah Weeks,4.12,34931,54016,2004
Fear God and Take Your Own Part (Cosimo Classics History),Theodore Roosevelt,4.24,29,211,1915
"The Key (Miss Silver, #8)",Patricia Wentworth,4.0,1455,1342,1944
Imre: A Memorandum (Broadview Literary Texts),Edward Irenaeus Prime-Stevenson,3.63,166,684,1906
On the Art of Writing,Arthur Quiller-Couch,3.93,100,507,1916
Father Brown Selected Stories,G.K. Chesterton,3.82,206,306,1903
Light and Darkness,Natsume Sōseki,3.82,341,1007,1916
"The Power of One (The Power of One, #1)",Bryce Courtenay,4.35,89057,157921,1989
A Small Place,Jamaica Kincaid,4.05,14996,32200,1988
"Beasts, Men and Gods",Ferdynand Antoni Ossendowski,3.89,754,662,1922
Rhymes of a Red Cross Man,Robert W. Service,4.24,96,116,1916
Menfreya in the Morning,Victoria Holt,3.89,3550,5608,1966
"Regeneration (Regeneration, #1)",Pat Barker,4.02,31132,53196,1991
Characters of the Reformation,Hilaire Belloc,4.03,284,629,1936
You Make It Feel Like Christmas,Toni Shiloh,3.38,2325,27092,2023
River of Fire: (Aag Ka Darya),Qurratulain Hyder,4.05,949,4254,1959
"Jasper Vale (The Edens, #4)",Devney Perry,4.14,43162,98336,2023
"Heartless Sky (Zodiac Academy, #7)",Caroline Peckham,4.27,59153,155563,2021
Mary Tudor: The Spanish Tudor,H.F.M. Prescott,3.99,996,3284,1940
American Mermaid,Julia Langbein,3.24,3236,18029,2023
The Haunting of Velkwood,Gwendolyn Kiste,3.74,1132,14532,2024
Beyond the Black River,Robert E. Howard,4.03,613,834,1935
The End of the Tether and Other Stories,Joseph Conrad,4.13,16,2700,1902
"Forged by Magic (Falling for Fables, #1)",Jenna Wolfhart,3.91,4714,18988,2023
"Village School (Fairacre, #1)",Miss Read,4.08,4521,9798,1955
Brown Girl in the Ring,Nalo Hopkinson,3.85,6815,25451,1998
The Widow,Georges Simenon,3.79,1111,1813,1942
The Other Black Girl,Zakiya Dalila Harris,3.37,77248,193143,2021
"The Wide Window (A Series of Unfortunate Events, #3)",Lemony Snicket,3.95,195411,300654,2000
Money,Martin Amis,3.69,23561,55908,1984
"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",Pearl Cleage,3.75,21267,34789,1997
The Master Key System,Charles F. Haanel,4.21,6426,18715,1912
The Basic Problems of Phenomenology (Studies in Phenomenology & Existential Philosophy),Martin Heidegger,4.26,521,2212,1927
Lucky Jim,Kingsley Amis,3.75,29940,57281,1954
"The Boy in the Suitcase (Nina Borg, #1)",Lene Kaaberbøl,3.62,34759,64724,2008
"Sleeping Giants (Themis Files, #1)",Sylvain Neuvel,3.82,90753,195830,2016
Brooklyn,Tracy Brown,4.1,602,14367,2024
The Religion of Man,Rabindranath Tagore,4.15,274,956,1933
"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",Michael Connelly,4.22,100582,127937,1996
The Mezzanine,Nicholson Baker,3.84,8927,26023,1988
Searching for Caleb,Anne Tyler,3.89,6362,10026,1975
Rage of Angels,Sidney Sheldon,3.96,38973,55722,1980
Broadway Butterfly,Sara DiVello,3.99,10894,36124,2023
"Sherlock Holmes: Misteri Patung Napoleon (The Return of Sherlock Holmes, #8)",Arthur Conan Doyle,3.71,1081,598,1904
Knot So Lucky (Destination Love #1),Trilina Pucci,4.01,17798,57377,2023
The House of Pride and Other Tales of Hawaii,Jack London,3.69,369,401,1912
Prayer,Hans Urs von Balthasar,4.37,586,2290,1955
"Stolen (Stolen, #1)",Lucy Christopher,3.89,83024,180710,2009
Heat and Dust,Ruth Prawer Jhabvala,3.55,8167,15642,1975
Yakıcı Sır,Stefan Zweig,3.89,11168,3204,1913
"Fractal Noise (Fractalverse, #0)",Christopher Paolini,3.45,9297,37670,2023
Melville,Jean Giono,3.6,246,687,1941
Noda-Noda Cinta,Enny Arrow,3.66,831,7932,1980
The Road Back to You: An Enneagram Journey to Self-Discovery,Ian Morgan Cron,4.21,51285,104534,2016
Such Pretty Flowers,K.L. Cerra,3.35,2047,18367,2023
"Died in the Wool (Roderick Alleyn, #13)",Ngaio Marsh,3.89,3274,3877,1945
The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,Brother Yun,4.28,20972,35012,2000
Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,Hampton Sides,4.24,36727,66729,2001
All Adults Here,Emma Straub,3.58,82069,178276,2020
"À la recherche du temps perdu, Tome I",Marcel Proust,4.39,719,611,1927
Their Vicious Games,Joelle Wellington,4.03,7147,45441,2023
Les caves du Vatican,André Gide,3.63,3200,495,1914
"Scandal in Spring (Wallflowers, #4)",Lisa Kleypas,4.02,54928,72352,2006
The Ascent of Man,Jacob Bronowski,4.21,6148,13499,1973
"The Modern Girl's Guide to Magic (Charming Cove, #1)",Linsey Hall,3.79,11934,35114,2023
The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,Harriet Lerner,4.1,26593,57838,1985
The Lute Player,Norah Lofts,3.81,622,1118,1951
"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney,3.98,695968,996085,2007
After Dark,Minka Kent,3.96,3249,13517,2023
Unveiled: Tamar (Lineage of Grace #1),Francine Rivers,4.28,21768,37259,2000
The Noonday Demon: An Atlas of Depression,Andrew Solomon,4.2,14563,57664,2000
"Bridgerton Collection, Volume 1 (Bridgertons #1-3)",Julia Quinn,4.28,17260,56028,2000
Canto Contigo,Jonny Garza Villa,4.36,218,9084,2024
The Social Significance of Modern Drama (Applause Books),Emma Goldman,3.25,28,142,1914
Just Go To Bed (A Golden Look-Look Book),Mercer Mayer,4.24,27899,33329,1983
The Complete Poetry and Selected Prose,John Donne,4.25,3822,6330,1929
The Camp,Nancy Bush,3.46,909,18983,2023
The Mystic Will,Charles Godfrey Leland,3.4,65,109,1907
"Changes (The Dresden Files, #12)",Jim Butcher,4.5,116389,147637,2010
Basic Biomechanics,Susan J. Hall,3.94,62,177,1900
A Rose for Emily and Other Stories,William Faulkner,4.06,25895,45229,1930
"The Diamond Throne (The Elenium, #1)",David Eddings,3.97,35192,49469,1989
Smilla's Sense of Snow,Peter Høeg,3.74,49211,61699,1992
La vie devant soi,Romain Gary,4.21,30380,5283,1975
Stover at Yale,Owen   Johnson,3.7,103,296,1912
The Ordeal of Gilbert Pinfold,Evelyn Waugh,3.45,1358,2265,1957
The Reckoning,John Grisham,3.74,92763,110245,2018
A Fine and Private Place,Peter S. Beagle,4.0,3901,10146,1960
"History of the Donner Party, a Tragedy of the Sierra",Charles Fayette McGlashan,3.76,896,1248,1907
"The Case of the Lucky Legs (Perry Mason, #3)",Erle Stanley Gardner,3.89,1742,2207,1934
The Road to En-dor,Elias Henry Jones,3.82,100,165,1919
Excavation,James Rollins,4.05,20168,28421,2000
"Celtic Mythology (Celtic, Irish)",John Arnott MacCulloch,3.35,78,273,1918
"Graceling (Graceling Realm, #1)",Kristin Cashore,4.07,462423,916850,2008
Me: Stories of My Life,Katharine Hepburn,3.81,15724,26196,1991
"Man Grand Symbol of the Mysteries, Thoughts In Occult Anatomy",Manly P. Hall,4.54,70,509,1932
A Tolkien Bestiary,David Day,4.04,7190,19724,1978
How to Be an Antiracist,Ibram X. Kendi,4.38,114591,315309,2019
"The Empty Chair (Lincoln Rhyme, #3)",Jeffery Deaver,4.07,31090,41127,2000
Titanic - A Survivor's Story,Archibald Gracie,3.95,809,2352,1913
Steps,Jerzy Kosiński,3.77,3588,7274,1968
"The Winners (Beartown, #3)",Fredrik Backman,4.46,111707,206415,2022
Gather Together in My Name,Maya Angelou,4.31,16904,30593,1974
I Escaped from Auschwitz,Rudolf Vrba,4.47,6434,13417,1963
"Scarlet Angel (Mindf*ck, #3)",S.T. Abby,4.4,164091,238983,2016
Okay Days,Jenny Mustard,3.79,2092,20498,2023
"American Royals (American Royals, #1)",Katharine McGee,3.82,117613,242956,2019
Once on a Time,A.A. Milne,3.94,1019,1867,1917
Black Marxism: The Making of the Black Radical Tradition,Cedric J. Robinson,4.41,1247,14985,1983
"Deep Six (Dirk Pitt, #7)",Clive Cussler,3.91,17600,25523,1984
The Game,Ken Dryden,4.15,6670,12539,1983
The Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,4.19,20408,51823,1977
The Death Ship,B. Traven,4.15,1545,2855,1926
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,3.87,365566,686361,2010
"The History of Sexuality, Volume 3: The Care of the Self",Michel Foucault,4.03,2593,11784,1984
Nora Goes Off Script,Annabel Monaghan,4.12,128095,248957,2022
Love in the Time of Cholera,Gabriel García Márquez,3.94,505850,877592,1985
Sacrifice and Other Plays,Rabindranath Tagore,3.55,44,124,1917
Runaway: Stories,Alice Munro,3.98,24922,48567,2004
Bloody Mary: The Life of Mary Tudor,Carolly Erickson,4.03,4192,9680,1978
Defending Jacob,William Landay,4.0,299426,435346,2012
The Suitcase Kid,Jacqueline Wilson,3.69,12504,21263,1992
The Rainmaker,John Grisham,4.0,197491,262952,1995
"The Happy Valley Mystery (Trixie Belden, #9)",Kathryn Kenny,4.13,2722,3897,1962
Sherston's Progress,Siegfried Sassoon,4.01,355,620,1936
Heaven Cent (Xanth #11),Piers Anthony,3.67,10428,15379,1988
"The Jasmine Throne (The Burning Kingdoms, #1)",Tasha Suri,4.14,26409,155682,2021
Paul Revere and the World He Lived In,Esther Forbes,4.15,349,1880,1942
A Stranger Is Watching,Mary Higgins Clark,3.93,22569,30810,1977
Selected Poems 1: 1965-1975,Margaret Atwood,4.15,1758,4824,1976
House of Incest,Anaïs Nin,3.84,3166,8591,1915
"Mastering the Art of French Murder (An American In Paris, #1)",Colleen Cambridge,3.63,6639,36507,2023
Feeling Good: The New Mood Therapy,David D. Burns,4.05,31747,95629,1980
"Burner (Gray Man, #12)",Mark Greaney,4.58,11815,20508,2023
Soldiers' Pay,William Faulkner,3.4,1703,3120,1926
Our Knowledge of the External World,Bertrand Russell,3.99,319,1000,1914
On the Nature of the Gods. Academics,Marcus Tullius Cicero,4.11,395,1230,1933
The Shooting of Dan McGrew,Robert W. Service,3.99,87,121,1907
Rhinoceros Success: The Secret To Charging Full Speed Toward Every Opportunity,Scott  Alexander,3.86,3769,5998,1980
Fish: A Proven Way to Boost Morale and Improve Results,Stephen C. Lundin,3.93,28168,39608,1996
Ancient Times: A History of the Early World,James Henry Breasted,3.93,41,143,1916
Over There War Scenes on the Western Front,Arnold Bennett,3.58,130,137,1915
Murder's a Swine,Nap Lombard,3.74,380,576,1943
An English Murder,Cyril Hare,3.68,3952,4964,1951
"Hide (Detective Harriet Foster, #1)",Tracy    Clark,4.16,16752,50351,2023
The Branch Will Not Break,James Wright,4.39,1416,2833,1963
The Midwife's Apprentice,Karen Cushman,3.73,42385,62327,1995
"Five Go to Smuggler's Top (Famous Five, #4)",Enid Blyton,4.09,18397,25725,1945
"Enemy of God (The Warlord Chronicles, #2)",Bernard Cornwell,4.41,25576,28926,1996
"The Harvard Classics - Autobiography of Benjamin Franklin, Journal of John Woolman, Fruits of Solitude",Charles William Eliot (Editor),3.89,267,349,1909
Thousand Cranes,Yasunari Kawabata,3.71,13307,24259,1952
Eve,James Hadley Chase,3.36,456,877,1945
"Cloud-Hidden, Whereabouts Unknown",Alan W. Watts,4.27,1234,4215,1973
The Cask,Freeman Wills Crofts,3.66,640,717,1920
The Rustlers of Pecos County,Zane Grey,3.78,944,1225,1923
"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)",Catherynne M. Valente,3.95,40175,124806,2011
"Believe Me (Shatter Me, #6.5)",Tahereh Mafi,4.16,104626,263642,2021
"Men, Women and Ghosts",Amy Lowell,3.5,44,89,1916
"Cordially Invited to Meet Death - A Nero Wolfe Novella (Nero Wolfe, #9)",Rex Stout,4.13,279,529,1942
The Bells of Basel,Louis Aragon,3.51,234,944,1934
La mujer justa,Sándor Márai,4.02,6432,891,1941
The Dramatic Symphony/the Forms of Art (English and Russian Edition),Andrei Bely,3.85,39,105,1902
"Skin Game (The Dresden Files, #15)",Jim Butcher,4.56,85842,108251,2014
"Coffey's Hands (The Green Mile, #3)",Stephen King,4.52,17687,29987,1996
The Last of the Just,André Schwarz-Bart,4.24,1321,4137,1959
Rabbit Hill,Robert Lawson,3.8,8022,12137,1944
"Raising Your Spirited Child: A Guide for Parents Whose Child is More Intense, Sensitive, Perceptive, Persistent, and Energetic",Mary Sheedy Kurcinka,4.2,7594,15748,1991
"The Secret Lives of Country Gentlemen (The Doomsday Books, #1)",K.J. Charles,4.15,8954,35396,2023
"Silver Borne (Mercy Thompson, #5)",Patricia Briggs,4.38,107963,131914,2010
The Eagle and the Raven (Rediscovered Classics),Pauline Gedge,4.18,1757,7017,1978
Love at First Psych,Cara Bastone,3.6,12175,19632,2023
The Portable Steinbeck,John Steinbeck,4.23,132,411,1943
I Hate You-Don't Leave Me: Understanding the Borderline Personality,Jerold J. Kreisman,3.79,12994,32785,1989
Winnie the Pooh Treasury,A.A. Milne,4.56,892,1527,1927
Snowglobe,Soyoung Park,3.7,1172,13997,2024
Before Adam,Jack London,3.93,4335,3737,1906
How to Do Things with Words,J.L. Austin,3.9,2410,7444,1955
In Defense of Marxism: The Social & Political Contradictions of the Soviet Union,Leon Trotsky,4.27,218,667,1942
Quest of Qui (Doc Savage #12),Kenneth Robeson (House Name),3.74,284,482,1935
The 20th Century Art Book,Phaidon Press,3.99,12863,19816,1996
Murder Road,Simone St. James,3.8,15674,89205,2024
The Rubáiyát of a Persian Kitten,Oliver Herford,3.92,91,186,1904
"Secrets (Sweet Valley High, #2)",Francine Pascal (Creator),3.48,4155,7844,1983
"Mary Poppins Comes Back (Mary Poppins, #2)",P.L. Travers,4.0,15127,23967,1935
"Defeat Into Victory: Battling Japan in Burma and India, 1942-1945",William Slim,4.39,961,2904,1956
Liars and Liaisons (Monsters & Muses #6),Sav R. Miller,4.18,5238,22724,2023
Oppose Book Worship,Mao Zedong,4.18,280,924,1930
Corduroy,Don Freeman,4.32,222211,307365,1968
Cousin Kate,Georgette Heyer,3.59,7428,8338,1968
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.36,879381,2364794,2018
The Passenger,Ulrich Alexander Boschwitz,3.95,8704,15779,1939
The Anubis Gates,Tim Powers,3.9,16745,32700,1983
Pather Dabi: The Right of Way,Sarat Chandra Chattopadhyay,4.09,1303,2151,1926
The Secrets of Hartwood Hall,Katie Lumsden,3.68,4856,30699,2023
Easter,August Strindberg,3.44,122,194,1901
Eloise in Paris,Kay Thompson,4.2,2058,3083,1958
"By the Pricking of My Thumbs (Tommy and Tuppence Mysteries, #4)",Agatha Christie,3.77,22309,30207,1968
"The Life We Bury (Joe Talbert, #1; Detective Max Rupert, #1)",Allen Eskens,4.03,118979,175489,2014
"The Vanishing Shadow (Judy Bolton Mysteries, #1)",Margaret Sutton,3.92,415,1129,1932
Sink: A Memoir,Joseph Earl Thomas,3.69,1479,27364,2023
Genuine Lies,Nora Roberts,4.05,14863,18596,1991
Italian Villas And Their Gardens (Architecture and Decorative Art Series),Edith Wharton,3.84,73,161,1904
"Find a Victim (Lew Archer, #5)",Ross Macdonald,3.94,1496,1987,1954
America and Americans and Selected Nonfiction,John Steinbeck,4.05,1032,2630,1966
Rebecca of Sunnybrook Farm,Louise Colln (Adapted by),3.79,43,127,1903
True History of the Kelly Gang,Peter Carey,3.83,22775,39803,2000
"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",Rick Riordan,4.24,215049,410670,2015
Stowaway To Mars,John Wyndham,3.22,1073,2216,1935
Cross Creek,Marjorie Kinnan Rawlings,4.06,2476,4924,1942
Honeycomb (1917),Dorothy M. Richardson,4.1,42,107,1917
The Continental Op,Dashiell Hammett,4.15,6629,9930,1930
"Aunt Jane's Nieces Abroad (Aunt Jane's Nieces, #2)",Edith Van Dyne (Pseudonym),3.49,136,169,1907
A Room of One’s Own,Virginia Woolf,4.21,208228,448119,1903
Anthropology,Robert Ranulph Marett,3.29,49,150,1912
"The Chalet Girls in Camp  (The Chalet School, #8)",Elinor M. Brent-Dyer,4.02,390,675,1930
Just Imagine,Susan Elizabeth Phillips,3.76,8327,11591,1984
Shelley's Poetry and Prose,Percy Bysshe Shelley,4.1,4559,7563,1977
Whatever Happened to Baby Jane?,Henry Farrell,3.94,4758,10192,1960
Sweet Revenge,Nora Roberts,4.03,15482,21297,1988
"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,4.15,239060,381734,2017
Skippyjon Jones,Judy Schachner,4.22,34630,42721,2003
Oklahoma!,Richard Rodgers (composer),4.0,830,910,1943
The Little Engine That Could,Watty Piper,4.19,112757,147813,1930
Knitting Without Tears: Basic Techniques and Easy-to-Follow Directions for Garments to Fit All Sizes,Elizabeth Zimmermann,4.34,2501,4430,1970
"Tales of the Celestial Kingdom (The Celestial Kingdom, #2.5)",Sue Lynn Tan,4.17,2616,30940,2024
Balzac and the Little Chinese Seamstress,Dai Sijie,3.64,64099,95109,2000
Ser infeliz,Franz Kafka,3.2,244,173,1912
"The Quiche of Death (Agatha Raisin, #1)",M.C. Beaton,3.73,38014,47285,1992
Iron John: A Book About Men,Robert Bly,3.89,6581,15911,1984
Seven Dada Manifestos and Lampisteries,Tristan Tzara,4.17,1047,2490,1924
"World of Wonders (The Deptford Trilogy, #3)",Robertson Davies,4.09,5066,7674,1975
The Sabres of Paradise: Conquest and Vengeance in the Caucasus,Lesley Blanch,4.19,245,2083,1960
Beautiful Girlhood,Karen Andreola (Revised by),3.93,2147,3568,1922
"Gods and Kings (Chronicles of the Kings, #1)",Lynn Austin,4.33,15306,28304,1995
"Doctor Dolittle's Zoo (Doctor Dolittle, #5)",Hugh Lofting,3.88,695,1324,1925
The Vegetarian,Han Kang,3.58,166656,269607,2007
Geometri,Mustafa Kemal Atatürk,4.81,390,661,1937
"The Face of Battle: A Study of Agincourt, Waterloo and the Somme",John Keegan,4.13,8185,15283,1976
Black Hawk Down: A Story of Modern War,Mark Bowden,4.3,64536,102819,1999
Ego Is the Enemy,Ryan Holiday,4.14,72808,208353,2016
Sea and Sardinia (The Cambridge Edition of the Works of D. H. Lawrence),D.H. Lawrence,3.51,602,1564,1921
The Matlock Paper,Robert Ludlum,3.9,14701,18777,1973
On Earth as It Is on Television,Emily  Jane,3.64,3219,49768,2023
The Eskimo Twins,Lucy Fitch Perkins,3.96,79,130,1914
The Passport of Mallam Ila,Ekwensi,3.95,303,2322,1960
The Eden Test,Adam Sternbergh,3.4,4837,23918,2023
"The Edens - A Legacy Short Story (The Edens, #4.5)",Devney Perry,4.07,10180,22740,2023
The Masqueraders,Georgette Heyer,4.08,8787,11272,1928
The Hanging Stranger,Philip K. Dick,3.93,2057,2376,1953
The Witness,Nora Roberts,4.24,84162,116346,2012
